datetime,temp,humidity,precip,windspeed,city
2023-01-02,38.9,88.9,0.01,7.1,Wolverhampton
2023-01-03,46.3,92.4,0.089,17.3,Wolverhampton
2023-01-04,53.1,80.8,0.045,16.8,Wolverhampton
2023-01-05,50.9,86.4,0.027,18.3,Wolverhampton
2023-01-06,47.0,88.4,0.108,17.0,Wolverhampton
2023-01-07,49.5,86.3,0.367,19.9,Wolverhampton
2023-01-08,42.9,85.3,0.054,16.7,Wolverhampton
2023-01-09,41.7,82.6,0.023,15.6,Wolverhampton
2023-01-10,47.2,88.5,0.364,19.8,Wolverhampton
2023-01-11,45.2,82.8,0.231,16.8,Wolverhampton
2023-01-12,49.5,80.8,0.278,19.9,Wolverhampton
2023-01-13,45.2,73.6,0.01,20.5,Wolverhampton
2023-01-14,45.0,84.0,0.192,17.6,Wolverhampton
2023-01-15,40.2,80.4,0.028,14.7,Wolverhampton
2023-01-16,33.9,83.6,0.006,14.5,Wolverhampton
2023-01-17,29.1,86.8,0.0,8.0,Wolverhampton
2023-01-18,34.2,87.8,0.021,10.4,Wolverhampton
2023-01-19,32.9,88.0,0.015,9.5,Wolverhampton
2023-01-20,35.4,83.8,0.003,8.8,Wolverhampton
2023-01-21,28.7,94.4,0.005,5.1,Wolverhampton
2023-01-22,31.3,92.5,0.004,5.9,Wolverhampton
2023-01-23,34.2,85.7,0.001,4.9,Wolverhampton
2023-01-24,33.2,93.6,0.002,3.1,Wolverhampton
2023-01-25,40.6,94.0,0.017,11.7,Wolverhampton
2023-01-26,39.1,85.6,0.005,11.0,Wolverhampton
2023-01-27,38.6,85.1,0.014,7.0,Wolverhampton
2023-01-28,40.1,84.9,0.001,6.9,Wolverhampton
2023-01-29,43.1,86.2,0.004,19.7,Wolverhampton
2023-01-30,43.4,74.8,0.01,12.7,Wolverhampton
2023-01-31,45.0,73.9,0.008,16.8,Wolverhampton
2023-02-01,46.0,72.7,0.003,16.9,Wolverhampton
2023-02-02,48.3,78.9,0.0,15.0,Wolverhampton
2023-02-03,49.6,80.4,0.008,12.2,Wolverhampton
2023-02-04,46.5,85.1,0.005,10.3,Wolverhampton
2023-02-05,37.0,80.9,0.001,8.8,Wolverhampton
2023-02-06,33.7,83.8,0.006,6.6,Wolverhampton
2023-02-07,34.8,87.7,0.001,3.2,Wolverhampton
2023-02-08,35.0,84.1,0.004,11.4,Wolverhampton
2023-02-09,40.1,76.8,0.0,9.0,Wolverhampton
2023-02-10,39.7,87.2,0.0,11.0,Wolverhampton
2023-02-11,47.2,80.3,0.0,8.7,Wolverhampton
2023-02-12,44.7,77.2,0.0,7.5,Wolverhampton
2023-02-13,43.0,80.7,0.0,8.7,Wolverhampton
2023-02-14,40.2,90.6,0.007,6.3,Wolverhampton
2023-02-15,42.6,87.2,0.015,11.8,Wolverhampton
2023-02-16,49.3,86.3,0.016,13.2,Wolverhampton
2023-02-17,53.2,81.4,0.002,20.0,Wolverhampton
2023-02-18,52.2,80.1,0.021,14.7,Wolverhampton
2023-02-19,47.8,76.2,0.003,13.1,Wolverhampton
2023-02-20,49.8,83.6,0.0,15.1,Wolverhampton
2023-02-21,46.4,87.4,0.0,8.1,Wolverhampton
2023-02-22,43.7,87.0,0.1,10.8,Wolverhampton
2023-02-23,40.3,75.8,0.022,13.3,Wolverhampton
2023-02-24,42.7,80.1,0.022,10.7,Wolverhampton
2023-02-25,38.4,77.1,0.001,13.7,Wolverhampton
2023-02-26,37.7,75.4,0.0,11.5,Wolverhampton
2023-02-27,39.3,86.4,0.01,9.3,Wolverhampton
2023-02-28,41.4,89.4,0.038,12.2,Wolverhampton
2023-03-01,41.4,89.0,0.065,10.8,Wolverhampton
2023-03-02,40.0,75.8,0.003,9.1,Wolverhampton
2023-03-03,38.5,76.7,0.0,7.5,Wolverhampton
2023-03-04,39.1,71.6,0.0,6.4,Wolverhampton
2023-03-05,38.0,76.7,0.003,7.7,Wolverhampton
2023-03-06,40.7,87.3,0.131,12.8,Wolverhampton
2023-03-07,35.8,76.0,0.022,7.9,Wolverhampton
2023-03-08,32.2,87.4,0.085,12.5,Wolverhampton
2023-03-09,33.4,96.1,0.624,14.0,Wolverhampton
2023-03-10,34.0,85.6,0.308,17.8,Wolverhampton
2023-03-11,34.6,84.7,0.205,9.8,Wolverhampton
2023-03-12,48.4,87.0,0.119,15.3,Wolverhampton
2023-03-13,51.4,84.3,0.335,23.0,Wolverhampton
2023-03-14,39.4,79.1,0.142,16.7,Wolverhampton
2023-03-15,36.9,91.9,0.089,11.5,Wolverhampton
2023-03-16,49.5,90.4,0.104,14.9,Wolverhampton
2023-03-17,51.4,85.5,0.027,11.7,Wolverhampton
2023-03-18,50.7,86.9,0.14,9.8,Wolverhampton
2023-03-19,45.2,78.7,0.013,8.9,Wolverhampton
2023-03-20,50.4,88.0,0.132,11.7,Wolverhampton
2023-03-21,51.3,81.7,0.067,17.4,Wolverhampton
2023-03-22,51.4,75.3,0.149,19.4,Wolverhampton
2023-03-23,48.6,79.1,0.172,21.1,Wolverhampton
2023-03-24,48.2,76.9,0.099,20.1,Wolverhampton
2023-03-25,48.7,72.9,0.068,17.8,Wolverhampton
2023-03-26,44.1,82.7,0.135,13.0,Wolverhampton
2023-03-27,41.8,69.1,0.003,6.4,Wolverhampton
2023-03-28,44.6,84.8,0.113,16.2,Wolverhampton
2023-03-29,51.6,92.6,0.206,15.5,Wolverhampton
2023-03-30,52.7,81.8,0.122,15.8,Wolverhampton
2023-03-31,50.4,93.1,0.486,12.3,Wolverhampton
2023-04-01,47.1,84.0,0.04,10.7,Wolverhampton
2023-04-02,45.1,78.2,0.013,8.8,Wolverhampton
2023-04-03,41.5,74.2,0.0,10.1,Wolverhampton
2023-04-04,43.3,66.3,0.001,8.8,Wolverhampton
2023-04-05,46.3,88.0,0.154,9.9,Wolverhampton
2023-04-06,48.6,81.7,0.083,14.1,Wolverhampton
2023-04-07,45.4,69.7,0.002,6.4,Wolverhampton
2023-04-08,46.2,70.8,0.0,9.2,Wolverhampton
2023-04-09,49.1,75.7,0.0,12.0,Wolverhampton
2023-04-10,49.7,82.2,0.194,19.2,Wolverhampton
2023-04-11,45.4,79.6,0.158,22.2,Wolverhampton
2023-04-12,41.8,80.3,0.133,22.8,Wolverhampton
2023-04-13,46.3,65.2,0.041,17.3,Wolverhampton
2023-04-14,42.8,87.2,0.292,8.0,Wolverhampton
2023-04-15,45.9,81.0,0.002,7.2,Wolverhampton
2023-04-16,49.2,81.9,0.022,8.4,Wolverhampton
2023-04-17,52.0,85.0,0.009,7.2,Wolverhampton
2023-04-18,49.0,69.2,0.0,17.7,Wolverhampton
2023-04-19,49.5,72.3,0.0,15.2,Wolverhampton
2023-04-20,47.1,65.9,0.0,15.7,Wolverhampton
2023-04-21,46.4,83.8,0.288,13.1,Wolverhampton
2023-04-22,47.1,79.8,0.076,9.9,Wolverhampton
2023-04-23,47.8,89.0,0.162,11.5,Wolverhampton
2023-04-24,44.1,79.4,0.054,7.9,Wolverhampton
2023-04-25,41.7,65.8,0.001,6.7,Wolverhampton
2023-04-26,46.1,67.0,0.0,7.9,Wolverhampton
2023-04-27,46.6,80.9,0.07,11.2,Wolverhampton
2023-04-28,52.0,86.8,0.048,10.5,Wolverhampton
2023-04-29,54.4,83.8,0.063,7.3,Wolverhampton
2023-04-30,52.7,87.0,0.077,10.6,Wolverhampton
2023-05-01,53.5,82.7,0.011,10.1,Wolverhampton
2023-05-02,52.0,79.6,0.0,8.8,Wolverhampton
2023-05-03,50.9,71.8,0.0,13.1,Wolverhampton
2023-05-04,52.3,76.6,0.014,16.5,Wolverhampton
2023-05-05,56.7,82.2,0.176,11.3,Wolverhampton
2023-05-06,55.0,92.8,0.16,9.5,Wolverhampton
2023-05-07,58.2,80.8,0.011,6.8,Wolverhampton
2023-05-08,54.4,90.8,0.333,11.4,Wolverhampton
2023-05-09,55.7,87.5,0.209,6.5,Wolverhampton
2023-05-10,52.3,84.9,0.146,11.9,Wolverhampton
2023-05-11,53.2,82.6,0.154,8.8,Wolverhampton
2023-05-12,52.5,84.9,0.0,12.6,Wolverhampton
2023-05-13,51.7,80.8,0.0,7.8,Wolverhampton
2023-05-14,53.9,80.8,0.019,9.1,Wolverhampton
2023-05-15,51.3,69.4,0.009,13.6,Wolverhampton
2023-05-16,50.5,72.3,0.0,12.8,Wolverhampton
2023-05-17,53.5,74.0,0.0,9.2,Wolverhampton
2023-05-18,57.8,68.1,0.0,6.2,Wolverhampton
2023-05-19,55.5,79.8,0.082,8.5,Wolverhampton
2023-05-20,54.6,70.6,0.0,9.5,Wolverhampton
2023-05-21,54.6,66.9,0.0,9.5,Wolverhampton
2023-05-22,56.1,70.1,0.0,11.9,Wolverhampton
2023-05-23,55.1,71.7,0.0,6.6,Wolverhampton
2023-05-24,55.6,73.1,0.0,11.3,Wolverhampton
2023-05-25,57.9,74.4,0.0,8.1,Wolverhampton
2023-05-26,57.4,66.8,0.0,7.5,Wolverhampton
2023-05-27,56.3,66.0,0.0,7.0,Wolverhampton
2023-05-28,57.7,75.7,0.0,12.8,Wolverhampton
2023-05-29,53.0,69.8,0.0,11.5,Wolverhampton
2023-05-30,52.7,76.0,0.0,10.8,Wolverhampton
2023-05-31,52.6,82.6,0.003,10.5,Wolverhampton
2023-06-01,53.6,75.0,0.0,10.7,Wolverhampton
2022-05-01,50.4,88.2,0.047,7.1,Manchester
2022-05-02,52.6,89.1,0.016,6.9,Manchester
2022-05-03,50.4,86.6,0.048,8.7,Manchester
2022-05-04,51.5,90.6,0.313,13.7,Manchester
2022-05-05,53.5,80.6,0.001,9.9,Manchester
2022-05-06,54.6,85.9,0.111,11.0,Manchester
2022-05-07,53.6,82.4,0.108,8.4,Manchester
2022-05-08,52.6,80.1,0.0,11.0,Manchester
2022-05-09,56.7,69.6,0.0,14.3,Manchester
2022-05-10,56.8,67.9,0.018,17.4,Manchester
2022-05-11,52.5,78.7,0.265,17.0,Manchester
2022-05-12,51.8,72.9,0.004,13.9,Manchester
2022-05-13,55.5,70.8,0.004,17.9,Manchester
2022-05-14,57.8,72.5,0.0,8.1,Manchester
2022-05-15,59.0,74.7,0.012,14.7,Manchester
2022-05-16,58.2,88.4,0.412,11.0,Manchester
2022-05-17,59.7,79.8,0.046,14.5,Manchester
2022-05-18,58.0,71.8,0.068,16.4,Manchester
2022-05-19,55.8,72.8,0.008,8.3,Manchester
2022-05-20,53.6,81.5,0.117,11.1,Manchester
2022-05-21,55.4,74.9,0.022,11.6,Manchester
2022-05-22,58.5,75.6,0.003,11.7,Manchester
2022-05-23,54.0,80.9,0.007,11.7,Manchester
2022-05-24,53.3,74.0,0.114,15.8,Manchester
2022-05-25,54.9,78.3,0.068,17.3,Manchester
2022-05-26,55.4,82.1,0.078,17.1,Manchester
2022-05-27,52.7,67.9,0.0,18.3,Manchester
2022-05-28,52.7,71.7,0.0,10.2,Manchester
2022-05-29,50.3,73.8,0.013,6.9,Manchester
2022-05-30,49.4,83.5,0.023,10.5,Manchester
2022-05-31,50.4,84.1,0.208,14.6,Manchester
2022-06-01,51.9,79.1,0.011,8.1,Manchester
2022-06-02,55.6,73.0,0.003,7.0,Manchester
2022-06-03,57.6,72.1,0.113,14.3,Manchester
2022-06-04,54.1,71.5,0.0,16.6,Manchester
2022-06-05,50.4,87.1,0.155,10.9,Manchester
2022-06-06,53.2,84.2,0.007,5.4,Manchester
2022-06-07,58.4,77.5,0.009,8.5,Manchester
2022-06-08,58.7,85.3,0.547,11.6,Manchester
2022-06-09,56.8,80.5,0.002,13.0,Manchester
2022-06-10,60.3,68.2,0.0,16.4,Manchester
2022-06-11,58.7,69.7,0.008,17.6,Manchester
2022-06-12,57.0,69.1,0.001,17.4,Manchester
2022-06-13,55.6,73.4,0.0,12.6,Manchester
2022-06-14,56.8,68.7,0.0,7.0,Manchester
2022-06-15,58.3,70.8,0.0,7.9,Manchester
2022-06-16,61.8,67.2,0.0,6.5,Manchester
2022-06-17,68.2,60.2,0.0,15.5,Manchester
2022-06-18,55.6,73.9,0.02,11.3,Manchester
2022-06-19,54.1,77.8,0.0,12.0,Manchester
2022-06-20,57.1,67.3,0.0,9.2,Manchester
2022-06-21,59.8,67.9,0.0,9.4,Manchester
2022-06-22,62.3,74.7,0.0,9.4,Manchester
2022-06-23,63.8,72.2,0.01,12.4,Manchester
2022-06-24,61.9,78.2,0.024,14.2,Manchester
2022-06-25,58.5,66.9,0.039,16.4,Manchester
2022-06-26,58.5,64.4,0.0,18.8,Manchester
2022-06-27,56.9,71.2,0.068,12.3,Manchester
2022-06-28,57.9,71.4,0.017,17.9,Manchester
2022-06-29,59.3,81.8,0.354,12.1,Manchester
2022-06-30,58.8,77.8,0.143,7.7,Manchester
2022-07-01,57.6,80.5,0.084,12.4,Manchester
2022-07-02,58.8,73.2,0.068,12.6,Manchester
2022-07-03,56.8,77.7,0.011,14.0,Manchester
2022-07-04,57.9,70.3,0.001,18.2,Manchester
2022-07-05,58.9,71.6,0.011,14.1,Manchester
2022-07-06,60.7,84.9,0.02,18.1,Manchester
2022-07-07,60.7,79.4,0.007,17.0,Manchester
2022-07-08,62.2,80.6,0.0,12.7,Manchester
2022-07-09,62.6,74.7,0.001,13.5,Manchester
2022-07-10,66.5,69.4,0.0,8.3,Manchester
2022-07-11,69.2,64.6,0.0,8.1,Manchester
2022-07-12,69.5,63.6,0.005,8.4,Manchester
2022-07-13,62.3,65.6,0.0,12.1,Manchester
2022-07-14,58.2,73.3,0.0,13.5,Manchester
2022-07-15,58.5,78.9,0.0,15.9,Manchester
2022-07-16,61.8,71.3,0.0,7.2,Manchester
2022-07-17,71.2,57.4,0.001,11.2,Manchester
2022-07-18,77.2,42.9,0.0,7.0,Manchester
2022-07-19,80.6,45.1,0.0,16.8,Manchester
2022-07-20,65.5,73.5,0.0,14.9,Manchester
2022-07-21,60.7,81.3,0.024,8.6,Manchester
2022-07-22,59.5,89.7,0.203,8.5,Manchester
2022-07-23,62.0,86.0,0.07,13.8,Manchester
2022-07-24,65.7,86.9,0.285,13.8,Manchester
2022-07-25,60.4,86.9,0.086,16.4,Manchester
2022-07-26,57.9,80.6,0.071,11.4,Manchester
2022-07-27,58.6,75.1,0.008,6.9,Manchester
2022-07-28,61.0,81.2,0.095,8.5,Manchester
2022-07-29,62.7,76.8,0.028,7.7,Manchester
2022-07-30,64.0,84.4,0.037,10.9,Manchester
2022-07-31,63.4,83.1,0.229,12.9,Manchester
2022-08-01,60.0,76.7,0.02,13.9,Manchester
2022-08-02,67.7,86.0,0.509,18.3,Manchester
2022-08-03,66.5,69.7,0.009,15.8,Manchester
2022-08-04,59.3,72.3,0.0,17.2,Manchester
2022-08-05,56.4,75.4,0.205,16.4,Manchester
2022-08-06,56.6,75.7,0.0,9.8,Manchester
2022-08-07,59.7,77.2,0.0,13.8,Manchester
2022-08-08,62.4,76.3,0.0,8.3,Manchester
2022-08-09,63.0,66.5,0.0,5.8,Manchester
2022-08-10,68.4,65.0,0.0,5.3,Manchester
2022-08-11,71.0,62.1,0.0,6.8,Manchester
2022-08-12,72.2,57.9,0.0,8.3,Manchester
2022-08-13,72.4,57.4,0.0,9.1,Manchester
2022-08-14,73.3,56.7,0.0,8.6,Manchester
2022-08-15,66.2,79.2,0.007,8.6,Manchester
2022-08-16,64.0,83.0,0.013,10.8,Manchester
2022-08-17,61.1,78.6,0.162,11.5,Manchester
2022-08-18,62.8,84.6,0.036,10.8,Manchester
2022-08-19,61.6,68.6,0.007,12.3,Manchester
2022-08-20,63.2,69.9,0.002,19.8,Manchester
2022-08-21,61.7,73.5,0.097,10.2,Manchester
2022-08-22,62.9,85.8,0.485,11.9,Manchester
2022-08-23,65.7,86.0,0.002,9.0,Manchester
2022-08-24,65.7,83.3,0.074,11.7,Manchester
2022-08-25,60.5,82.6,0.05,9.5,Manchester
2022-08-26,59.9,75.5,0.001,6.6,Manchester
2022-08-27,62.3,76.8,0.0,7.8,Manchester
2022-08-28,62.3,75.5,0.0,6.4,Manchester
2022-08-29,61.8,76.0,0.01,10.3,Manchester
2022-08-30,59.3,70.5,0.0,10.3,Manchester
2022-08-31,61.5,69.1,0.0,11.9,Manchester
2022-09-01,62.6,70.8,0.001,12.8,Manchester
2022-09-02,63.6,71.7,0.0,10.5,Manchester
2022-09-03,65.7,73.4,0.002,13.4,Manchester
2022-09-04,65.8,74.3,0.021,14.6,Manchester
2022-09-05,65.3,77.7,0.262,12.7,Manchester
2022-09-06,60.8,89.0,0.224,12.2,Manchester
2022-09-07,60.7,84.5,0.176,13.2,Manchester
2022-09-08,59.2,89.2,0.073,8.0,Manchester
2022-09-09,59.5,91.9,0.278,8.2,Manchester
2022-09-10,60.1,85.3,0.004,7.8,Manchester
2022-09-11,58.7,87.5,0.082,11.6,Manchester
2022-09-12,60.7,91.4,0.195,11.5,Manchester
2022-09-13,55.8,80.0,0.003,7.8,Manchester
2022-09-14,55.1,83.6,0.0,11.6,Manchester
2022-09-15,54.6,73.0,0.0,12.7,Manchester
2022-09-16,50.3,70.2,0.026,16.4,Manchester
2022-09-17,49.6,69.2,0.0,19.7,Manchester
2022-09-18,53.4,78.6,0.039,15.5,Manchester
2022-09-19,53.1,85.5,0.074,5.9,Manchester
2022-09-20,56.3,80.7,0.0,6.1,Manchester
2022-09-21,56.8,75.9,0.0,10.2,Manchester
2022-09-22,55.4,88.2,0.352,14.1,Manchester
2022-09-23,54.4,86.1,0.007,10.9,Manchester
2022-09-24,50.9,82.3,0.0,10.3,Manchester
2022-09-25,49.5,82.1,0.006,18.6,Manchester
2022-09-26,51.0,79.9,0.204,20.3,Manchester
2022-09-27,48.4,86.5,0.223,15.4,Manchester
2022-09-28,46.9,84.8,0.109,12.0,Manchester
2022-09-29,52.4,89.6,0.14,10.7,Manchester
2022-09-30,50.3,97.0,0.63,20.6,Manchester
2022-10-01,55.1,82.4,0.031,17.8,Manchester
2022-10-02,53.5,83.5,0.009,11.4,Manchester
2022-10-03,52.4,86.2,0.0,10.4,Manchester
2022-10-04,58.7,91.7,0.149,14.8,Manchester
2022-10-05,54.9,92.6,0.639,18.2,Manchester
2022-10-06,54.7,83.5,0.001,16.5,Manchester
2022-10-07,54.0,86.6,0.534,19.3,Manchester
2022-10-08,50.4,78.1,0.018,14.5,Manchester
2022-10-09,51.0,83.0,0.091,15.4,Manchester
2022-10-10,49.6,83.8,0.193,14.5,Manchester
2022-10-11,49.7,80.7,0.0,8.0,Manchester
2022-10-12,51.4,88.5,0.159,11.7,Manchester
2022-10-13,50.3,87.8,0.006,6.8,Manchester
2022-10-14,52.5,91.6,0.082,10.3,Manchester
2022-10-15,50.9,87.7,0.268,14.3,Manchester
2022-10-16,50.7,79.7,0.097,15.5,Manchester
2022-10-17,56.4,75.0,0.01,16.3,Manchester
2022-10-18,50.1,85.0,0.001,11.0,Manchester
2022-10-19,52.1,81.7,0.0,18.4,Manchester
2022-10-20,54.3,96.3,0.24,12.7,Manchester
2022-10-21,55.0,93.9,0.047,14.8,Manchester
2022-10-22,56.4,87.4,0.02,11.2,Manchester
2022-10-23,55.5,97.0,0.333,11.4,Manchester
2022-10-24,54.1,92.3,0.17,13.5,Manchester
2022-10-25,54.1,89.1,0.008,15.5,Manchester
2022-10-26,58.3,83.1,0.094,18.2,Manchester
2022-10-27,57.9,93.3,0.056,11.6,Manchester
2022-10-28,58.1,83.3,0.042,18.2,Manchester
2022-10-29,55.9,94.4,0.158,13.4,Manchester
2022-10-30,55.0,89.0,0.044,15.2,Manchester
2022-10-31,54.4,91.7,0.409,13.1,Manchester
2022-11-01,50.5,91.7,0.378,15.7,Manchester
2022-11-02,49.4,87.5,0.381,23.1,Manchester
2022-11-03,47.1,85.0,0.0,13.4,Manchester
2022-11-04,43.3,89.7,0.012,13.0,Manchester
2022-11-05,47.8,95.9,0.079,14.2,Manchester
2022-11-06,46.4,96.2,0.087,12.3,Manchester
2022-11-07,52.8,90.1,0.006,19.2,Manchester
2022-11-08,50.7,89.4,0.203,18.8,Manchester
2022-11-09,50.2,86.9,0.023,13.7,Manchester
2022-11-10,56.3,84.7,0.008,16.6,Manchester
2022-11-11,58.2,80.3,0.0,15.4,Manchester
2022-11-12,52.1,92.7,0.0,12.3,Manchester
2022-11-13,51.8,93.2,0.002,11.6,Manchester
2022-11-14,49.9,97.8,0.012,9.8,Manchester
2022-11-15,48.1,96.5,0.515,16.6,Manchester
2022-11-16,44.9,93.7,0.013,10.7,Manchester
2022-11-17,47.2,98.3,0.745,14.9,Manchester
2022-11-18,47.6,95.1,0.198,15.4,Manchester
2022-11-19,44.6,94.0,0.019,8.4,Manchester
2022-11-20,43.7,93.0,0.306,12.2,Manchester
2022-11-21,40.9,97.0,0.594,11.2,Manchester
2022-11-22,43.5,97.1,0.067,7.4,Manchester
2022-11-23,44.7,89.3,0.306,18.3,Manchester
2022-11-24,45.3,85.5,0.199,20.0,Manchester
2022-11-25,47.0,83.6,0.13,15.1,Manchester
2022-11-26,49.6,84.8,0.059,20.1,Manchester
2022-11-27,49.1,87.2,0.032,13.9,Manchester
2022-11-28,42.5,92.5,0.005,7.8,Manchester
2022-11-29,38.9,97.6,0.005,7.9,Manchester
2022-11-30,39.1,94.1,0.004,7.6,Manchester
2022-12-01,40.5,94.4,0.0,5.8,Manchester
2022-12-02,38.4,95.7,0.001,5.8,Manchester
2022-12-03,39.1,89.8,0.01,8.7,Manchester
2022-12-04,39.2,89.4,0.042,7.3,Manchester
2022-12-05,41.5,85.7,0.012,8.4,Manchester
2022-12-06,36.5,88.7,0.027,7.1,Manchester
2022-12-07,30.9,89.8,0.0,6.4,Manchester
2022-12-08,27.8,89.7,0.0,4.4,Manchester
2022-12-09,28.7,93.7,0.014,5.4,Manchester
2022-12-10,32.6,97.2,0.009,6.0,Manchester
2022-12-11,30.2,96.2,0.0,3.8,Manchester
2022-12-12,27.2,96.9,0.0,5.3,Manchester
2022-12-13,29.4,94.2,0.0,5.3,Manchester
2022-12-14,24.1,89.1,0.0,8.9,Manchester
2022-12-15,21.7,87.0,0.0,4.7,Manchester
2022-12-16,26.5,89.2,0.001,8.9,Manchester
2022-12-17,35.2,91.8,0.291,11.4,Manchester
2022-12-18,36.1,89.1,0.108,17.9,Manchester
2022-12-19,53.2,89.3,0.104,18.7,Manchester
2022-12-20,44.9,87.2,0.062,11.2,Manchester
2022-12-21,42.8,84.7,0.063,12.8,Manchester
2022-12-22,41.8,96.4,0.045,7.3,Manchester
2022-12-23,42.9,95.8,0.369,10.2,Manchester
2022-12-24,45.5,89.2,0.1,14.4,Manchester
2022-12-25,46.7,89.2,0.102,13.3,Manchester
2022-12-26,39.5,80.9,0.104,20.8,Manchester
2022-12-27,41.7,91.2,0.265,17.8,Manchester
2022-12-28,46.4,87.0,0.16,18.0,Manchester
2022-12-29,43.5,81.6,0.359,18.1,Manchester
2022-12-30,46.7,80.9,0.015,21.2,Manchester
2022-12-31,47.0,94.0,0.629,10.9,Manchester
2023-01-01,45.1,86.7,0.634,15.7,Manchester
2023-01-02,39.4,88.7,0.025,9.4,Manchester
2023-01-03,44.7,92.2,0.193,17.0,Manchester
2023-01-04,52.0,80.5,0.123,18.4,Manchester
2023-01-05,49.6,86.7,0.238,15.9,Manchester
2023-01-06,46.0,86.3,0.036,16.1,Manchester
2023-01-07,49.4,84.4,0.429,19.1,Manchester
2023-01-08,42.1,86.1,0.11,15.2,Manchester
2023-01-09,42.1,86.4,0.266,22.6,Manchester
2023-01-10,46.5,88.9,0.72,20.5,Manchester
2023-01-11,44.6,78.4,0.335,19.4,Manchester
2023-01-12,48.2,80.1,0.323,21.8,Manchester
2023-01-13,44.5,81.2,0.122,27.1,Manchester
2023-01-14,43.3,84.3,0.258,20.0,Manchester
2023-01-15,38.9,87.1,0.119,23.3,Manchester
2023-01-16,33.0,87.4,0.01,12.9,Manchester
2023-01-17,30.5,95.8,0.011,10.4,Manchester
2023-01-18,34.5,90.0,0.072,10.1,Manchester
2023-01-19,34.6,88.2,0.068,13.6,Manchester
2023-01-20,36.3,85.5,0.002,11.4,Manchester
2023-01-21,30.0,91.1,0.002,7.9,Manchester
2023-01-22,34.9,85.1,0.0,9.5,Manchester
2023-01-23,37.9,86.7,0.0,5.7,Manchester
2023-01-24,37.9,93.4,0.0,5.6,Manchester
2023-01-25,42.3,93.5,0.031,14.0,Manchester
2023-01-26,38.5,85.2,0.0,9.1,Manchester
2023-01-27,38.1,89.3,0.005,7.0,Manchester
2023-01-28,40.8,92.7,0.012,7.6,Manchester
2023-01-29,42.8,88.3,0.021,18.1,Manchester
2023-01-30,43.3,79.0,0.002,18.6,Manchester
2023-01-31,45.0,78.3,0.035,22.0,Manchester
2023-02-01,45.9,78.8,0.047,25.0,Manchester
2023-02-02,48.4,79.1,0.011,16.8,Manchester
2023-02-03,49.7,83.6,0.015,20.0,Manchester
2023-02-04,46.5,84.7,0.034,14.6,Manchester
2023-02-05,36.4,84.0,0.005,7.3,Manchester
2023-02-06,35.7,79.8,0.0,6.1,Manchester
2023-02-07,38.0,86.1,0.0,6.6,Manchester
2023-02-08,39.1,78.4,0.0,11.9,Manchester
2023-02-09,40.7,78.9,0.001,15.7,Manchester
2023-02-10,42.7,84.3,0.0,10.4,Manchester
2023-02-11,46.8,82.8,0.0,12.2,Manchester
2023-02-12,43.1,80.1,0.0,8.9,Manchester
2023-02-13,41.8,81.9,0.005,10.9,Manchester
2023-02-14,40.3,84.7,0.001,8.8,Manchester
2023-02-15,43.6,81.3,0.014,12.3,Manchester
2023-02-16,48.4,87.9,0.068,12.4,Manchester
2023-02-17,51.1,83.4,0.019,26.1,Manchester
2023-02-18,50.9,83.3,0.087,20.9,Manchester
2023-02-19,46.3,82.0,0.009,18.9,Manchester
2023-02-20,50.0,84.0,0.002,15.1,Manchester
2023-02-21,47.2,86.1,0.0,8.3,Manchester
2023-02-22,43.3,85.0,0.047,14.0,Manchester
2023-02-23,40.1,73.7,0.003,11.4,Manchester
2023-02-24,44.5,79.4,0.01,13.9,Manchester
2023-02-25,38.1,75.1,0.0,12.1,Manchester
2023-02-26,39.3,77.3,0.0,11.5,Manchester
2023-02-27,41.2,83.6,0.019,8.2,Manchester
2023-02-28,42.1,85.2,0.036,11.4,Manchester
2023-03-01,42.1,86.0,0.07,12.2,Manchester
2023-03-02,40.2,77.0,0.003,7.3,Manchester
2023-03-03,39.4,75.5,0.001,7.7,Manchester
2023-03-04,38.9,71.5,0.0,7.4,Manchester
2023-03-05,38.7,80.1,0.014,10.0,Manchester
2023-03-06,40.5,87.9,0.111,15.0,Manchester
2023-03-07,34.5,72.9,0.002,10.6,Manchester
2023-03-08,32.0,80.0,0.015,13.8,Manchester
2023-03-09,33.9,89.7,0.248,19.0,Manchester
2023-03-10,34.7,77.4,0.099,20.0,Manchester
2023-03-11,33.8,81.9,0.325,13.0,Manchester
2023-03-12,47.4,85.3,0.267,14.8,Manchester
2023-03-13,49.8,88.3,0.421,19.0,Manchester
2023-03-14,37.3,87.4,0.306,18.8,Manchester
2023-03-15,36.0,91.3,0.108,14.4,Manchester
2023-03-16,49.3,90.2,0.102,16.7,Manchester
2023-03-17,50.9,84.5,0.054,13.0,Manchester
2023-03-18,50.3,88.3,0.118,13.2,Manchester
2023-03-19,45.1,81.6,0.032,13.2,Manchester
2023-03-20,50.4,90.2,0.197,9.9,Manchester
2023-03-21,50.9,82.0,0.097,14.8,Manchester
2023-03-22,50.7,70.3,0.057,21.6,Manchester
2023-03-23,48.4,77.1,0.125,17.4,Manchester
2023-03-24,48.8,71.6,0.07,19.5,Manchester
2023-03-25,47.3,80.5,0.1,20.1,Manchester
2023-03-26,43.5,75.4,0.005,13.5,Manchester
2023-03-27,40.5,72.3,0.001,8.2,Manchester
2023-03-28,44.4,85.7,0.205,14.0,Manchester
