datetime,temp,humidity,precip,windspeed,city
2022-09-05,64.2,83.2,0.439,13.3,Birmingham
2022-09-06,62.0,84.3,0.124,14.7,Birmingham
2022-09-07,62.2,81.2,0.055,15.6,Birmingham
2022-09-08,59.2,89.2,0.326,9.4,Birmingham
2022-09-09,59.5,87.8,0.208,10.6,Birmingham
2022-09-10,60.3,85.0,0.001,10.8,Birmingham
2022-09-11,59.6,85.6,0.0,10.8,Birmingham
2022-09-12,64.3,84.7,0.131,9.3,Birmingham
2022-09-13,58.5,78.6,0.0,10.0,Birmingham
2022-09-14,55.8,82.1,0.0,16.7,Birmingham
2022-09-15,57.8,68.9,0.0,15.5,Birmingham
2022-09-16,54.0,65.0,0.002,18.9,Birmingham
2022-09-17,50.8,68.1,0.0,13.4,Birmingham
2022-09-18,56.1,68.4,0.0,17.8,Birmingham
2022-09-19,55.5,85.0,0.067,9.9,Birmingham
2022-09-20,56.6,76.6,0.0,5.1,Birmingham
2022-09-21,58.0,72.8,0.0,9.5,Birmingham
2022-09-22,56.8,80.3,0.056,10.6,Birmingham
2022-09-23,58.5,75.4,0.007,12.7,Birmingham
2022-09-24,52.9,77.7,0.0,10.7,Birmingham
2022-09-25,49.8,76.2,0.001,10.1,Birmingham
2022-09-26,53.1,78.0,0.102,18.8,Birmingham
2022-09-27,49.5,81.9,0.063,13.4,Birmingham
2022-09-28,50.5,76.7,0.007,11.5,Birmingham
2022-09-29,52.6,85.3,0.161,9.9,Birmingham
2022-09-30,49.4,95.1,0.393,16.2,Birmingham
2022-10-01,57.0,76.4,0.007,13.9,Birmingham
2022-10-02,54.9,76.0,0.0,10.5,Birmingham
2022-10-03,52.0,82.9,0.0,9.7,Birmingham
2022-10-04,59.9,82.9,0.002,14.2,Birmingham
2022-10-05,58.4,80.0,0.245,17.6,Birmingham
2022-10-06,54.7,76.7,0.0,11.9,Birmingham
2022-10-07,56.0,83.1,0.116,15.2,Birmingham
2022-10-08,50.7,74.1,0.001,9.1,Birmingham
2022-10-09,50.5,77.5,0.006,15.0,Birmingham
2022-10-10,51.2,76.4,0.175,16.5,Birmingham
2022-10-11,45.9,79.7,0.006,6.5,Birmingham
2022-10-12,50.9,82.7,0.001,10.3,Birmingham
2022-10-13,53.8,85.5,0.0,6.4,Birmingham
2022-10-14,54.3,87.4,0.066,8.8,Birmingham
2022-10-15,54.0,78.9,0.088,11.7,Birmingham
2022-10-16,53.4,75.6,0.19,16.3,Birmingham
2022-10-17,57.7,77.2,0.204,12.1,Birmingham
2022-10-18,49.4,81.0,0.0,8.8,Birmingham
2022-10-19,53.6,80.0,0.0,17.6,Birmingham
2022-10-20,55.5,92.4,0.173,9.3,Birmingham
2022-10-21,55.1,95.5,0.553,13.5,Birmingham
2022-10-22,57.1,86.5,0.014,11.1,Birmingham
2022-10-23,57.7,91.8,0.772,12.6,Birmingham
2022-10-24,54.3,91.5,0.143,11.5,Birmingham
2022-10-25,55.0,87.1,0.006,12.2,Birmingham
2022-10-26,59.4,80.3,0.023,15.1,Birmingham
2022-10-27,58.5,90.9,0.132,10.7,Birmingham
2022-10-28,58.4,82.6,0.031,15.5,Birmingham
2022-10-29,58.5,88.0,0.115,11.8,Birmingham
2022-10-30,55.3,86.8,0.068,15.2,Birmingham
2022-10-31,55.3,88.9,0.365,12.0,Birmingham
2022-11-01,51.2,89.2,0.668,14.0,Birmingham
2022-11-02,51.0,83.3,0.441,19.5,Birmingham
2022-11-03,48.4,86.9,0.058,9.5,Birmingham
2022-11-04,44.6,84.2,0.008,12.8,Birmingham
2022-11-05,50.0,90.3,0.011,13.7,Birmingham
2022-11-06,47.8,94.5,0.105,10.4,Birmingham
2022-11-07,54.3,85.8,0.023,18.3,Birmingham
2022-11-08,52.7,83.7,0.426,18.5,Birmingham
2022-11-09,50.6,85.8,0.038,10.2,Birmingham
2022-11-10,54.9,83.4,0.0,16.8,Birmingham
2022-11-11,58.4,78.6,0.0,16.5,Birmingham
2022-11-12,52.8,88.6,0.0,10.9,Birmingham
2022-11-13,52.1,95.5,0.006,10.3,Birmingham
2022-11-14,51.4,96.5,0.025,7.4,Birmingham
2022-11-15,49.5,93.1,0.511,17.0,Birmingham
2022-11-16,46.4,90.8,0.167,12.0,Birmingham
2022-11-17,48.3,86.4,0.341,18.2,Birmingham
2022-11-18,48.9,78.6,0.008,12.2,Birmingham
2022-11-19,45.2,82.9,0.0,8.9,Birmingham
2022-11-20,44.0,87.7,0.083,10.8,Birmingham
2022-11-21,41.9,93.7,0.631,14.4,Birmingham
2022-11-22,43.2,90.3,0.066,10.1,Birmingham
2022-11-23,44.5,88.3,0.284,15.0,Birmingham
2022-11-24,46.2,86.6,0.251,18.0,Birmingham
2022-11-25,47.1,83.3,0.011,14.5,Birmingham
2022-11-26,49.3,87.6,0.065,16.9,Birmingham
2022-11-27,50.1,93.8,0.087,13.0,Birmingham
2022-11-28,42.1,96.4,0.008,6.6,Birmingham
2022-11-29,40.6,98.5,0.003,6.9,Birmingham
2022-11-30,41.2,92.6,0.001,6.4,Birmingham
2022-12-01,40.3,94.4,0.0,4.6,Birmingham
2022-12-02,38.3,98.0,0.007,7.0,Birmingham
2022-12-03,40.6,92.3,0.02,10.6,Birmingham
2022-12-04,39.2,91.4,0.042,10.2,Birmingham
2022-12-05,41.8,91.3,0.052,10.3,Birmingham
2022-12-06,37.8,90.9,0.008,10.5,Birmingham
2022-12-07,32.2,90.2,0.007,8.2,Birmingham
2022-12-08,29.2,88.4,0.0,8.5,Birmingham
2022-12-09,32.4,87.8,0.001,6.9,Birmingham
2022-12-10,30.2,91.9,0.006,7.8,Birmingham
2022-12-11,31.1,96.6,0.007,6.1,Birmingham
2022-12-12,30.3,94.4,0.0,7.8,Birmingham
2022-12-13,30.0,90.2,0.0,8.1,Birmingham
2022-12-14,27.4,91.2,0.0,10.3,Birmingham
2022-12-15,25.6,85.8,0.0,7.1,Birmingham
2022-12-16,27.0,90.2,0.0,7.6,Birmingham
2022-12-17,33.3,85.7,0.006,8.9,Birmingham
2022-12-18,35.2,94.2,0.135,16.7,Birmingham
2022-12-19,55.6,89.4,0.15,21.6,Birmingham
2022-12-20,46.7,89.8,0.298,10.8,Birmingham
2022-12-21,44.4,88.3,0.057,10.7,Birmingham
2022-12-22,44.3,99.0,0.025,8.0,Birmingham
2022-12-23,44.9,95.1,0.351,11.3,Birmingham
2022-12-24,45.9,90.7,0.017,12.4,Birmingham
2022-12-25,48.1,89.5,0.042,10.5,Birmingham
2022-12-26,40.8,80.7,0.02,15.4,Birmingham
2022-12-27,42.9,90.3,0.111,17.4,Birmingham
2022-12-28,48.7,87.2,0.179,15.7,Birmingham
2022-12-29,44.4,80.1,0.069,14.8,Birmingham
2022-12-30,47.7,82.8,0.05,16.8,Birmingham
2022-12-31,50.9,90.2,0.182,12.6,Birmingham
2023-01-01,47.8,81.8,0.045,14.3,Birmingham
2023-01-02,39.6,87.8,0.003,6.5,Birmingham
2023-01-03,45.9,93.5,0.06,17.9,Birmingham
2023-01-04,53.5,79.1,0.048,16.7,Birmingham
2023-01-05,51.1,86.3,0.014,16.0,Birmingham
2023-01-06,47.2,87.8,0.148,15.2,Birmingham
2023-01-07,50.0,85.5,0.37,20.4,Birmingham
2023-01-08,43.3,84.6,0.035,16.0,Birmingham
2023-01-09,42.3,80.1,0.0,15.6,Birmingham
2023-01-10,47.4,87.4,0.326,17.2,Birmingham
2023-01-11,45.8,81.6,0.171,13.3,Birmingham
2023-01-12,50.0,80.4,0.263,17.4,Birmingham
2023-01-13,46.1,69.4,0.0,20.5,Birmingham
2023-01-14,45.7,82.9,0.121,15.7,Birmingham
2023-01-15,40.4,80.3,0.032,12.6,Birmingham
2023-01-16,34.2,80.8,0.001,19.2,Birmingham
2023-01-17,29.7,82.5,0.0,10.4,Birmingham
2023-01-18,35.2,84.6,0.009,13.9,Birmingham
2023-01-19,34.3,83.8,0.001,9.9,Birmingham
2023-01-20,36.8,80.1,0.001,11.4,Birmingham
2023-01-21,27.8,93.6,0.006,6.1,Birmingham
2023-01-22,30.0,91.2,0.007,6.7,Birmingham
2023-01-23,33.8,83.9,0.0,6.7,Birmingham
2023-01-24,32.8,93.2,0.002,5.3,Birmingham
2023-01-25,41.1,92.0,0.007,18.2,Birmingham
2023-01-26,39.4,83.9,0.008,11.2,Birmingham
2023-01-27,39.4,82.1,0.019,8.6,Birmingham
2023-01-28,40.8,81.5,0.0,7.8,Birmingham
2023-01-29,43.4,83.6,0.0,13.1,Birmingham
2023-01-30,44.0,71.8,0.008,15.5,Birmingham
2023-01-31,45.4,70.7,0.0,19.2,Birmingham
2023-02-01,46.4,70.6,0.0,15.0,Birmingham
2023-02-02,48.7,76.5,0.0,15.2,Birmingham
2023-02-03,50.5,75.7,0.0,11.4,Birmingham
2023-02-04,47.2,82.3,0.0,13.6,Birmingham
2023-02-05,36.8,79.9,0.0,11.3,Birmingham
2023-02-06,33.4,84.6,0.012,7.1,Birmingham
2023-02-07,34.5,86.1,0.001,4.4,Birmingham
2023-02-08,34.9,83.1,0.006,9.3,Birmingham
2023-02-09,40.3,74.8,0.0,8.8,Birmingham
2023-02-10,39.6,85.5,0.0,8.9,Birmingham
2023-02-11,48.1,76.8,0.0,9.4,Birmingham
2023-02-12,45.0,76.7,0.0,8.5,Birmingham
2023-02-13,42.2,80.9,0.0,9.6,Birmingham
2023-02-14,39.6,93.1,0.007,6.0,Birmingham
2023-02-15,42.3,89.0,0.022,10.4,Birmingham
2023-02-16,49.7,84.7,0.001,11.2,Birmingham
2023-02-17,54.0,78.4,0.0,20.2,Birmingham
2023-02-18,52.8,77.8,0.001,14.0,Birmingham
2023-02-19,48.7,72.1,0.0,15.9,Birmingham
2023-02-20,50.2,81.2,0.0,12.6,Birmingham
2023-02-21,46.5,86.0,0.0,8.2,Birmingham
2023-02-22,44.3,85.2,0.137,13.5,Birmingham
2023-02-23,41.2,73.0,0.011,15.0,Birmingham
2023-02-24,43.4,76.5,0.008,12.5,Birmingham
2023-02-25,39.4,73.5,0.0,15.6,Birmingham
2023-02-26,37.9,73.7,0.0,12.9,Birmingham
2023-02-27,39.8,85.6,0.013,11.0,Birmingham
2023-02-28,41.5,91.2,0.058,11.8,Birmingham
2023-03-01,41.5,89.7,0.096,11.3,Birmingham
2023-03-02,40.5,74.3,0.0,10.3,Birmingham
2023-03-03,39.6,73.2,0.0,9.2,Birmingham
2023-03-04,39.4,68.9,0.0,9.6,Birmingham
2023-03-05,38.6,71.9,0.0,8.4,Birmingham
2023-03-06,41.0,86.1,0.071,11.8,Birmingham
2023-03-07,36.6,71.2,0.02,8.5,Birmingham
2023-03-08,32.3,86.5,0.089,13.3,Birmingham
2023-03-09,33.3,97.4,0.687,11.6,Birmingham
2023-03-10,34.1,85.1,0.331,19.2,Birmingham
2023-03-11,34.6,84.0,0.133,11.9,Birmingham
2023-03-12,48.8,85.7,0.085,15.1,Birmingham
2023-03-13,52.1,82.5,0.39,21.2,Birmingham
2023-03-14,39.9,76.5,0.125,16.3,Birmingham
2023-03-15,37.1,90.2,0.087,11.7,Birmingham
2023-03-16,49.9,89.3,0.124,15.1,Birmingham
2023-03-17,52.3,83.1,0.008,11.0,Birmingham
2023-03-18,51.0,86.9,0.162,18.5,Birmingham
2023-03-19,45.8,75.5,0.004,11.3,Birmingham
2023-03-20,50.5,86.5,0.129,10.5,Birmingham
2023-03-21,51.4,80.2,0.068,14.7,Birmingham
2023-03-22,52.0,75.3,0.137,18.3,Birmingham
2023-03-23,48.8,79.2,0.201,17.3,Birmingham
2023-03-24,48.2,77.8,0.108,16.3,Birmingham
2023-03-25,49.8,68.3,0.017,18.4,Birmingham
2023-03-26,44.1,83.0,0.2,13.3,Birmingham
2023-03-27,41.7,67.0,0.0,6.2,Birmingham
2023-03-28,44.7,83.1,0.141,15.1,Birmingham
2023-03-29,51.7,92.7,0.191,12.4,Birmingham
2023-03-30,53.3,79.3,0.083,13.6,Birmingham
2023-03-31,50.5,92.4,0.57,13.9,Birmingham
2023-04-01,47.3,82.1,0.017,12.4,Birmingham
2023-04-02,45.1,77.3,0.022,10.1,Birmingham
2023-04-03,41.5,73.8,0.0,10.1,Birmingham
2023-04-04,42.8,65.9,0.0,8.7,Birmingham
2023-04-05,46.2,86.5,0.186,10.4,Birmingham
2023-04-06,49.5,79.2,0.087,16.6,Birmingham
2023-04-07,46.3,67.1,0.001,8.5,Birmingham
2023-04-08,46.2,70.7,0.0,7.8,Birmingham
2023-04-09,49.1,76.5,0.0,12.2,Birmingham
2023-04-10,50.1,81.2,0.212,17.7,Birmingham
2023-04-11,46.2,76.8,0.143,20.8,Birmingham
2023-04-12,42.4,77.4,0.099,20.6,Birmingham
2023-04-13,46.9,60.7,0.006,17.4,Birmingham
2023-04-14,42.9,85.6,0.285,9.4,Birmingham
2023-04-15,45.9,81.7,0.002,9.6,Birmingham
2023-04-16,48.9,81.2,0.024,9.3,Birmingham
2023-04-17,52.1,83.5,0.009,7.2,Birmingham
2023-04-18,49.0,68.3,0.0,19.0,Birmingham
2023-04-19,49.8,72.6,0.0,14.9,Birmingham
2023-04-20,47.5,66.1,0.0,17.3,Birmingham
2023-04-21,47.2,81.3,0.281,13.1,Birmingham
2023-04-22,48.2,76.8,0.072,10.5,Birmingham
2023-04-23,48.3,88.8,0.227,14.4,Birmingham
2023-04-24,44.7,76.5,0.037,9.7,Birmingham
2023-04-25,41.9,63.9,0.0,9.4,Birmingham
2023-04-26,46.1,66.4,0.0,9.7,Birmingham
2023-04-27,46.7,79.4,0.059,13.8,Birmingham
2023-04-28,52.1,85.4,0.042,14.6,Birmingham
2023-04-29,54.2,86.6,0.045,8.8,Birmingham
2023-04-30,53.1,86.1,0.046,11.2,Birmingham
2023-05-01,53.9,80.5,0.003,14.8,Birmingham
2023-05-02,52.1,78.3,0.0,9.3,Birmingham
2023-05-03,50.6,70.8,0.0,13.9,Birmingham
2023-05-04,53.1,75.0,0.009,16.8,Birmingham
2023-05-05,57.7,79.4,0.157,9.9,Birmingham
2023-05-06,55.5,91.3,0.166,11.9,Birmingham
2023-05-07,59.9,77.8,0.014,7.7,Birmingham
2023-05-08,54.6,90.1,0.381,9.7,Birmingham
2023-05-09,55.7,90.3,0.284,5.8,Birmingham
2023-05-10,52.7,83.6,0.114,9.3,Birmingham
2023-05-11,53.4,81.2,0.149,9.9,Birmingham
2023-05-12,52.6,83.8,0.0,15.2,Birmingham
2023-05-13,51.0,81.8,0.0,9.4,Birmingham
2023-05-14,54.2,79.2,0.009,11.9,Birmingham
2023-05-15,52.0,68.5,0.018,15.8,Birmingham
2023-05-16,52.1,68.1,0.0,15.4,Birmingham
2023-05-17,54.0,73.3,0.0,11.8,Birmingham
2023-05-18,58.6,68.3,0.0,9.3,Birmingham
2023-05-19,56.5,76.5,0.064,10.5,Birmingham
2023-05-20,54.2,71.5,0.0,12.4,Birmingham
2023-05-21,54.7,67.9,0.0,12.4,Birmingham
2023-05-22,57.2,64.1,0.0,14.8,Birmingham
2023-05-23,55.8,68.3,0.0,8.3,Birmingham
2023-05-24,56.8,69.4,0.0,15.1,Birmingham
2023-05-25,58.5,71.3,0.0,9.9,Birmingham
2023-05-26,58.1,64.4,0.0,11.1,Birmingham
2023-05-27,56.4,63.1,0.0,7.1,Birmingham
2023-05-28,58.4,74.5,0.0,14.9,Birmingham
2023-05-29,53.2,69.7,0.0,12.8,Birmingham
2023-05-30,52.1,76.7,0.0,13.2,Birmingham
2023-05-31,52.3,84.3,0.006,12.7,Birmingham
2023-06-01,53.1,75.7,0.0,13.0,Birmingham
2022-05-01,50.8,77.1,0.018,8.6,Leicester
2022-05-02,53.3,82.0,0.006,6.8,Leicester
2022-05-03,51.5,80.5,0.027,6.9,Leicester
2022-05-04,52.3,86.1,0.165,13.0,Leicester
2022-05-05,55.5,73.0,0.0,8.6,Leicester
2022-05-06,55.4,78.6,0.06,11.7,Leicester
2022-05-07,55.8,81.8,0.033,11.0,Leicester
2022-05-08,54.2,73.0,0.0,7.0,Leicester
2022-05-09,56.9,68.8,0.0,15.0,Leicester
2022-05-10,59.8,62.1,0.003,14.9,Leicester
2022-05-11,54.2,77.9,0.394,14.9,Leicester
2022-05-12,52.8,69.6,0.0,13.4,Leicester
2022-05-13,56.6,67.6,0.0,16.7,Leicester
2022-05-14,58.4,69.8,0.0,8.1,Leicester
2022-05-15,58.9,76.8,0.073,12.2,Leicester
2022-05-16,59.8,83.7,0.168,12.6,Leicester
2022-05-17,62.0,76.5,0.067,13.1,Leicester
2022-05-18,59.0,74.3,0.12,11.6,Leicester
2022-05-19,57.6,75.2,0.158,9.8,Leicester
2022-05-20,56.2,72.6,0.013,12.8,Leicester
2022-05-21,56.2,71.9,0.001,9.5,Leicester
2022-05-22,59.3,68.4,0.0,10.6,Leicester
2022-05-23,57.2,73.6,0.084,9.5,Leicester
2022-05-24,54.0,73.6,0.062,13.2,Leicester
2022-05-25,55.3,76.0,0.015,16.6,Leicester
2022-05-26,57.1,80.5,0.04,15.9,Leicester
2022-05-27,55.6,63.3,0.003,15.9,Leicester
2022-05-28,53.4,68.0,0.001,8.8,Leicester
2022-05-29,50.3,71.2,0.003,10.0,Leicester
2022-05-30,50.1,77.9,0.055,9.0,Leicester
2022-05-31,50.9,81.2,0.114,10.1,Leicester
2022-06-01,53.0,74.7,0.011,7.3,Leicester
2022-06-02,56.3,69.3,0.001,6.7,Leicester
2022-06-03,57.4,70.9,0.017,12.8,Leicester
2022-06-04,53.8,78.1,0.01,14.7,Leicester
2022-06-05,50.6,94.0,0.951,11.6,Leicester
2022-06-06,52.9,89.1,0.028,7.5,Leicester
2022-06-07,59.9,75.3,0.002,7.6,Leicester
2022-06-08,60.7,76.0,0.094,14.6,Leicester
2022-06-09,57.8,78.3,0.006,11.4,Leicester
2022-06-10,62.2,67.1,0.0,14.0,Leicester
2022-06-11,60.1,67.3,0.006,14.6,Leicester
2022-06-12,58.3,63.7,0.0,13.4,Leicester
2022-06-13,57.3,67.4,0.0,8.8,Leicester
2022-06-14,60.9,64.3,0.0,7.3,Leicester
2022-06-15,63.0,65.1,0.0,5.5,Leicester
2022-06-16,66.9,60.3,0.0,6.5,Leicester
2022-06-17,73.2,53.8,0.0,15.8,Leicester
2022-06-18,57.0,83.9,0.295,9.2,Leicester
2022-06-19,54.9,78.6,0.079,10.9,Leicester
2022-06-20,58.3,67.3,0.0,8.4,Leicester
2022-06-21,62.9,62.3,0.0,5.3,Leicester
2022-06-22,66.5,62.8,0.0,5.2,Leicester
2022-06-23,65.0,66.6,0.007,7.1,Leicester
2022-06-24,62.7,77.2,0.0,11.9,Leicester
2022-06-25,59.8,66.3,0.031,15.7,Leicester
2022-06-26,59.4,63.7,0.002,15.8,Leicester
2022-06-27,57.4,69.8,0.065,11.1,Leicester
2022-06-28,58.7,65.3,0.0,15.6,Leicester
2022-06-29,61.3,71.8,0.092,10.6,Leicester
2022-06-30,58.8,74.8,0.028,8.6,Leicester
2022-07-01,58.6,76.5,0.112,10.2,Leicester
2022-07-02,57.3,82.8,0.176,11.5,Leicester
2022-07-03,57.7,75.6,0.046,9.3,Leicester
2022-07-04,58.5,68.3,0.0,12.3,Leicester
2022-07-05,59.0,67.4,0.0,11.6,Leicester
2022-07-06,63.1,71.7,0.0,14.4,Leicester
2022-07-07,64.6,68.3,0.002,13.0,Leicester
2022-07-08,66.4,67.9,0.0,10.7,Leicester
2022-07-09,66.0,64.1,0.0,9.5,Leicester
2022-07-10,68.4,60.8,0.0,5.6,Leicester
2022-07-11,72.9,56.4,0.0,7.4,Leicester
2022-07-12,72.6,57.6,0.0,6.9,Leicester
2022-07-13,67.2,58.4,0.0,10.3,Leicester
2022-07-14,61.6,60.0,0.0,13.6,Leicester
2022-07-15,62.2,65.0,0.0,13.5,Leicester
2022-07-16,65.7,60.7,0.0,5.6,Leicester
2022-07-17,72.8,50.3,0.0,11.4,Leicester
2022-07-18,79.6,37.7,0.0,8.4,Leicester
2022-07-19,84.9,36.1,0.0,19.9,Leicester
2022-07-20,70.7,65.7,0.039,11.9,Leicester
2022-07-21,63.4,74.1,0.01,8.9,Leicester
2022-07-22,62.5,74.5,0.061,9.2,Leicester
2022-07-23,65.7,72.3,0.003,12.6,Leicester
2022-07-24,69.2,72.3,0.062,16.1,Leicester
2022-07-25,64.4,72.3,0.006,19.2,Leicester
2022-07-26,60.4,71.8,0.003,9.5,Leicester
2022-07-27,60.7,71.3,0.015,6.6,Leicester
2022-07-28,63.6,65.8,0.016,8.2,Leicester
2022-07-29,66.1,59.5,0.0,6.9,Leicester
2022-07-30,66.5,72.5,0.007,10.5,Leicester
2022-07-31,67.2,79.5,0.143,12.1,Leicester
2022-08-01,65.9,59.4,0.0,11.5,Leicester
2022-08-02,71.0,74.5,0.015,16.7,Leicester
2022-08-03,70.8,67.3,0.008,15.8,Leicester
2022-08-04,62.8,61.6,0.0,12.7,Leicester
2022-08-05,59.4,59.0,0.0,12.8,Leicester
2022-08-06,60.4,59.4,0.0,7.3,Leicester
2022-08-07,63.9,59.7,0.0,9.8,Leicester
2022-08-08,67.3,63.8,0.0,6.9,Leicester
2022-08-09,69.2,59.2,0.0,5.7,Leicester
2022-08-10,70.1,54.4,0.0,9.2,Leicester
2022-08-11,72.8,54.6,0.0,7.5,Leicester
2022-08-12,73.9,55.0,0.0,12.0,Leicester
2022-08-13,73.7,59.2,0.0,10.4,Leicester
2022-08-14,75.0,48.1,0.0,7.9,Leicester
2022-08-15,70.9,55.2,0.0,11.4,Leicester
2022-08-16,65.4,80.0,0.557,7.7,Leicester
2022-08-17,61.2,89.2,0.42,13.0,Leicester
2022-08-18,65.2,79.4,0.015,11.6,Leicester
2022-08-19,65.6,64.0,0.01,12.3,Leicester
2022-08-20,63.8,67.0,0.0,14.2,Leicester
2022-08-21,64.7,69.5,0.0,8.8,Leicester
2022-08-22,64.3,77.2,0.022,10.6,Leicester
2022-08-23,69.0,76.9,0.001,9.3,Leicester
2022-08-24,68.8,79.4,0.074,11.0,Leicester
2022-08-25,61.0,90.3,0.222,10.0,Leicester
2022-08-26,61.6,73.6,0.001,4.9,Leicester
2022-08-27,63.9,72.0,0.01,8.5,Leicester
2022-08-28,62.8,71.5,0.0,6.8,Leicester
2022-08-29,61.7,74.2,0.0,13.1,Leicester
2022-08-30,60.7,72.8,0.0,12.5,Leicester
2022-08-31,61.9,74.8,0.0,16.2,Leicester
2022-09-01,63.1,72.3,0.002,13.1,Leicester
2022-09-02,63.8,79.1,0.008,8.1,Leicester
2022-09-03,66.0,73.7,0.003,8.8,Leicester
2022-09-04,66.3,72.4,0.002,11.5,Leicester
2022-09-05,65.1,80.0,0.367,11.0,Leicester
2022-09-06,62.8,85.3,0.255,10.9,Leicester
2022-09-07,62.3,81.7,0.102,10.7,Leicester
2022-09-08,60.0,87.5,0.149,7.9,Leicester
2022-09-09,59.5,88.5,0.092,9.8,Leicester
2022-09-10,60.8,85.5,0.013,8.6,Leicester
2022-09-11,60.8,85.0,0.001,8.1,Leicester
2022-09-12,64.2,85.7,0.093,7.3,Leicester
2022-09-13,58.4,79.4,0.008,7.9,Leicester
2022-09-14,57.0,80.9,0.0,10.9,Leicester
2022-09-15,57.4,70.5,0.0,10.9,Leicester
2022-09-16,52.8,65.1,0.0,14.3,Leicester
2022-09-17,50.9,64.7,0.0,12.3,Leicester
2022-09-18,54.7,72.3,0.0,13.4,Leicester
2022-09-19,54.6,81.1,0.035,5.3,Leicester
2022-09-20,56.5,77.2,0.0,4.5,Leicester
2022-09-21,58.8,70.4,0.0,7.6,Leicester
2022-09-22,57.2,77.7,0.028,12.7,Leicester
2022-09-23,58.3,77.9,0.039,9.4,Leicester
2022-09-24,52.7,80.7,0.035,10.5,Leicester
2022-09-25,51.1,76.2,0.0,11.3,Leicester
2022-09-26,52.9,76.7,0.058,15.6,Leicester
2022-09-27,49.0,81.3,0.065,13.9,Leicester
2022-09-28,49.0,78.5,0.0,10.1,Leicester
2022-09-29,52.3,85.1,0.067,8.9,Leicester
2022-09-30,50.1,95.3,0.425,17.2,Leicester
2022-10-01,56.3,79.4,0.016,14.8,Leicester
2022-10-02,54.6,77.4,0.0,9.1,Leicester
2022-10-03,52.6,82.4,0.0,9.7,Leicester
2022-10-04,59.7,82.2,0.008,15.5,Leicester
2022-10-05,58.3,81.4,0.182,20.2,Leicester
2022-10-06,54.6,76.4,0.0,13.8,Leicester
2022-10-07,55.5,83.8,0.142,17.8,Leicester
2022-10-08,50.2,76.6,0.003,10.4,Leicester
2022-10-09,50.9,76.3,0.002,14.8,Leicester
2022-10-10,51.3,76.7,0.142,13.0,Leicester
2022-10-11,47.0,79.4,0.002,6.5,Leicester
2022-10-12,51.0,81.7,0.002,11.6,Leicester
2022-10-13,53.0,85.4,0.006,5.0,Leicester
2022-10-14,53.3,89.1,0.09,8.4,Leicester
2022-10-15,53.4,80.9,0.089,14.1,Leicester
2022-10-16,53.6,74.7,0.095,15.9,Leicester
2022-10-17,57.6,78.9,0.115,15.1,Leicester
2022-10-18,50.1,83.5,0.0,8.3,Leicester
2022-10-19,52.4,84.0,0.0,16.3,Leicester
2022-10-20,54.9,94.5,0.61,9.4,Leicester
2022-10-21,54.9,95.8,0.484,11.8,Leicester
2022-10-22,57.1,86.8,0.037,12.0,Leicester
2022-10-23,57.0,94.5,0.812,11.0,Leicester
2022-10-24,54.4,90.9,0.087,12.1,Leicester
2022-10-25,54.5,88.6,0.002,8.9,Leicester
2022-10-26,59.3,80.6,0.02,16.5,Leicester
2022-10-27,58.2,92.2,0.149,9.6,Leicester
2022-10-28,58.3,83.3,0.022,14.3,Leicester
2022-10-29,57.9,89.6,0.117,9.9,Leicester
2022-10-30,55.4,89.4,0.055,16.1,Leicester
2022-10-31,55.2,90.4,0.272,11.7,Leicester
2022-11-01,51.9,86.1,0.396,16.7,Leicester
2022-11-02,51.0,83.2,0.233,20.0,Leicester
2022-11-03,48.3,89.1,0.166,11.5,Leicester
2022-11-04,44.7,85.4,0.008,11.3,Leicester
2022-11-05,48.9,92.3,0.019,11.8,Leicester
2022-11-06,47.8,96.2,0.225,11.8,Leicester
2022-11-07,53.5,88.6,0.022,16.6,Leicester
2022-11-08,52.9,83.4,0.186,18.6,Leicester
2022-11-09,50.7,85.7,0.015,12.0,Leicester
2022-11-10,54.4,84.3,0.0,16.1,Leicester
2022-11-11,57.8,80.2,0.0,16.1,Leicester
2022-11-12,52.5,89.9,0.0,9.1,Leicester
2022-11-13,51.0,98.5,0.006,7.4,Leicester
2022-11-14,49.9,98.6,0.017,6.2,Leicester
2022-11-15,49.3,94.6,0.421,13.7,Leicester
2022-11-16,46.0,92.5,0.135,13.1,Leicester
2022-11-17,47.8,92.3,0.699,17.2,Leicester
2022-11-18,48.2,84.4,0.01,14.4,Leicester
2022-11-19,45.3,89.7,0.046,7.8,Leicester
2022-11-20,43.5,91.2,0.116,11.3,Leicester
2022-11-21,41.0,95.5,0.569,14.7,Leicester
2022-11-22,43.6,94.0,0.112,12.0,Leicester
2022-11-23,44.3,88.7,0.272,14.4,Leicester
2022-11-24,45.5,89.0,0.196,16.3,Leicester
2022-11-25,47.0,84.5,0.004,14.6,Leicester
2022-11-26,48.8,88.6,0.026,19.6,Leicester
2022-11-27,49.7,95.3,0.153,15.7,Leicester
2022-11-28,42.7,98.1,0.01,5.9,Leicester
2022-11-29,40.4,98.9,0.002,4.7,Leicester
2022-11-30,41.2,95.1,0.006,4.0,Leicester
2022-12-01,39.3,96.3,0.002,3.8,Leicester
2022-12-02,38.8,98.0,0.007,7.8,Leicester
2022-12-03,40.5,92.4,0.023,10.9,Leicester
2022-12-04,38.9,92.3,0.043,9.0,Leicester
2022-12-05,41.5,93.2,0.047,9.8,Leicester
